,Property_Name,Property Title,Price,Location,Total_Area(SQFT),Price_per_SQFT,Description,Total_Rooms,Balcony,city,property_type,BHK
13778,"Chand Nagar, Vishnu Garden,New Delhi","2 BHK Independent House for sale in Vishnu Garden, New Delhi",7000000.0,"Chand Nagar, Vishnu Garden,New Delhi",400,17500.0,"Check out this 2 BHK Independent House for sale in Vishnu Garden, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Vishnu Garden is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The total number of floors in this project is 3. The property's price is Rs 70.0 L. This property is a modern-day abode, with 400 Square feet built-up area. It is a East-facing property. The unit has 2 bedrooms and 1 bathroom. Educa...",2,Yes,New Delhi,House,2
13779,DDA Flat,"2 BHK Flat for sale in Janakpuri, New Delhi",6000000.0,"Janakpuri, New Delhi",1000,6000.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Janakpuri. It is situated on floor 0. The total number of floors in this Apartment is 2. The property price of this unit is Rs 60.0 L. Monthly maintenance costs Rs 0. The built-up area is 1000 Square feet. It is an ideal location for young families with kids, as this property is close to EngMates | Top English Speaking & Best Public Speaking Institute In Delhi, Indian Hotel Academy (IHA), and Ramakrishna Senior Second...",3,Yes,New Delhi,Flat,2
13780,"Block C, Khajoori Khas,New Delhi","2 BHK Independent House for sale in Khajoori Khas, New Delhi",7000000.0,"Block C, Khajoori Khas,New Delhi",490,14290.0,"2 BHK Independent House for sale in Khajoori Khas, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Khajoori Khas which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Khajoori Khas. This 2 BHK Independent House is available at a reasonable price of Rs 70.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 490 Square feet. The built-up area is 490 Square feet. This property has provision ...",2,No,New Delhi,House,2
13781,"Sector 18 Rohini, New Delhi","2 BHK Independent House for sale in Sector 18 Rohini, New Delhi",7000000.0,"Sector 18 Rohini, New Delhi",519,13490.0,"Looking for a good 2 BHK Independent House in Sector 18 Rohini, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. This Independent House is available for Rs 70.0 L. This modern unit has a built-up area of 519 Square feet. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Shalimar Bagh, Dharamshila Narayana Superspeciality Hospital, and ESI Hospital. Established schools, such as MCD Primary School, MCD PRIMARY SCHOOL, SECTOR-18, ROHINI, and Unique Home Tution are also close-by",2,Yes,New Delhi,House,218
13782,"A block near shiv mandir Sangam vihar,Tigri Extension, Sangam Vihar,New Delhi","2 BHK Flat for sale in Sangam Vihar, New Delhi",1800000.0,"A block near shiv mandir Sangam vihar,Tigri Extension, Sangam Vihar,New Delhi",585,3080.0,"2 BHK Apartment for sale in Delhi. This property is in Sangam Vihar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 18.0 L. Monthly maintenance charges come to Rs 100. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 585 Square feet. The ...",2,Yes,New Delhi,Flat,2
13783,"Jasola, New Delhi","2.5 BHK Independent House for sale in Jasola, New Delhi",5500000.0,"Jasola, New Delhi",1350,4070.000000000001,"2.5 BHK Independent House for sale in Jasola, Delhi. This 2.5 BHK unit is available in Jasola and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Jasola. The price of this Independent House is Rs 55.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 1350 Square feet. This property is at a walking distance from Indraprastha Apollo Hospital, Holy Family Hospital, and Alshifa Multispeciality Hospital. The city's b...",3,Yes,New Delhi,House,25
13784,"Sector 16 Rohini ,Sector 16E, Sector 16 Rohini,New Delhi","1 BHK Flat for sale in Sector 16 Rohini, New Delhi",5000000.0,"Sector 16 Rohini ,Sector 16E, Sector 16 Rohini,New Delhi",430,11630.0,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Delhi's top location, Rohini. It is situated on floor 0. The total number of floors in this Apartment is 3. The property price of this unit is Rs 50.0 L. The built-up area is 430 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Jain Bharti Model School, Brainworks Play School, and Abacus Education Centre. Healthcare facility is also close at hand with Dr. Ba...",2,Yes,New Delhi,Flat,116
13785,"Sultanpuri ,Hari Enclave, Kirari Suleman Nagar,New Delhi","2 BHK Independent House for sale in Kirari Suleman Nagar, New Delhi",1500000.0,"Sultanpuri ,Hari Enclave, Kirari Suleman Nagar,New Delhi",180,8330.0,"2 BHK Independent House for sale in Sultanpuri, Delhi. This 2 BHK unit is available in Sultanpuri and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sultanpuri. The price of this Independent House is Rs 15.0 L. Residents in this project also pay monthly maintenance charges of Rs 300. The built-up area is 180 Square feet. There are 2 bedrooms and 1 bathroom. This property is at a walking distance from Sanjay Gandhi Memorial Hospital, Yadav Medicose, and Nol...",1,Yes,New Delhi,House,2
13786,"Orchid Apartments,Jasola, New Delhi","1 RK Flat for sale in Jasola, New Delhi",1200000.0,"Orchid Apartments,Jasola, New Delhi",300,4000.0,"Looking for a good 1 RK Apartment in Jasola, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 5. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 12.0 L. This modern unit has a built-up area of 300 Square feet. It is very close to some of city's best hospitals, such as, Indraprastha Apollo Hospital, Holy Family Hospital, and Alshifa Multispeciality Hospital. Established schools, such as New Ideal Public School Jasola, Disha Public School, and Jasola Public Sch...",1,Yes,New Delhi,Flat,1
13787,"House no 21,Bhogal, Jangpura,New Delhi","3 BHK Flat for sale in Jangpura, New Delhi",6300000.0,"House no 21,Bhogal, Jangpura,New Delhi",900,7000.0,"Check out this 3 BHK Apartment for sale in Jangpura, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Jangpura is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 63.0 L. This property is a modern-day abode, with 900 Square feet built-up area. The unit has 3 bedrooms and 2 bathroom. Educational institutions are closeby with s...",3,No,New Delhi,Flat,3
13788,Surbhi Sakshi Housing,"3 BHK Flat for sale in Sector 27 Dwarka, New Delhi",8000000.0,"Sector 27 Dwarka, New Delhi",1200,6670.0,"A 3 BHK Apartment for sale in Sector 27, Dwarka, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Sector 27, Dwarka's most desired properties. Contact now for more information. This 3 BHK unit is on floor 4. There are 4 floors in this property. The price of this Apartment is Rs 80.0 L. Maintenance charges come to Rs 1200. Each unit has a built-up area of 1200 Square feet. The carpet area is 1000 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Prudence Schools - ...",3,No,New Delhi,Flat,327
13789,"Uttam Nagar, Bindapur,New Delhi","4 BHK Independent House for sale in Bindapur, New Delhi",7500000.0,"Uttam Nagar, Bindapur,New Delhi",892,8410.0,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Bindapur. The property price of this unit is Rs 75.0 L. The carpet area of this unit is 800 Square feet. The built-up area is 892 Square feet. There are 4 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to MBS International School, Ramakrishna Senior Secondary School, and M.L. Khanna DAV Public School, Dwarka. Healthcare facility is also close at hand wi...",3,No,New Delhi,House,4
13790,"Surbhi Shakshi Society,Nayak Pura, Bijwasan,New Delhi","3 BHK Flat for sale in Bijwasan, New Delhi",8000000.0,"Surbhi Shakshi Society,Nayak Pura, Bijwasan,New Delhi",1200,6670.0,"Property for sale in Bijwasan, Delhi. This 3 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 80.0 L. Homebuyers will also need to pay Rs 1200 towards maintenance. This Apartment is a spacious unit, with carpet area of 1000 Square feet and is ideal for families. The built-up area is 1200 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of famous heal...",3,No,New Delhi,Flat,3
13791,"Dharampura, Najafgarh,New Delhi","4 BHK Independent House for sale in Najafgarh, New Delhi",9000000.0,"Dharampura, Najafgarh,New Delhi",918,9800.0,"A 4 BHK Independent House for sale in Najafgarh, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Najafgarh's most desired properties. Contact now for more information. The price of this Independent House is Rs 90.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 918 Square feet. There are 4 bedrooms. This residential property is near Vidya Mandir Study Point, Dev Public School, and Hind Bal Mandir Sec. School. It is also close to BG Clinic - Neurologist, Gynaecologist and Physician, Indus Valle...",3,No,New Delhi,House,4
13792,"Residence welfare association,Bakkarwala, New Delhi","1 BHK Flat for sale in Bakkarwala, New Delhi",2700000.0,"Residence welfare association,Bakkarwala, New Delhi",420,6430.0,"1 BHK Apartment for sale in Bakkarwala, Delhi. This 1 BHK unit is available in Bakkarwala and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Bakkarwala. It is on floor 2. The total number of floors is 5. The price of this Apartment is Rs 27.0 L. Residents in this project also pay monthly maintenance charges of Rs 200. The built-up area is 420 Square feet. There are 1 bedroom and 1 bathroom. This property is at a walking distance from Dr. Balwan singh Hospi...",2,No,New Delhi,Flat,1
